"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"I7C6KKR4","book","2005","Deutsch, Richard; New Mexico Jewish Historical Society","Jewish pioneers of New Mexico.","","","","","","","2005","2015-05-07 20:18:50","2015-05-07 20:20:08","","","","","","","","","","","","","New Mexico Jewish Historical Society","[Albuquerque, NM]","English","","","","","Open WorldCat","","jp_cite_00324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7IBBBWH","book","1901","Eliassof, Herman","The Jews of Illinois; their religious and civic life, their charity and industry, their patriotism and loyalty to American institutions, from their earliest settlement in the State unto the present time.","","","","","","","1901","2015-05-28 17:58:55","2015-05-28 18:00:57","","","","","21","","","","Reform Advocate","","","","","[Chicago]","English","","","","","Open WorldCat","","jp_cite_00357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I83BIHXD","book","1964","Baron, Salo W","The Russian Jew under tsars and soviets","","","","","","","1964","2014-03-24 20:19:47","2014-12-15 18:40:31","","","","","","","","","","","","","Macmillan","New York","English","","","","","Open WorldCat","","jp_cite_00084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IB3C2PDR","journalArticle","1980","Schmier, Louis","Notes and Documents on the 1862 Expulsion of Jews from Thomasville, Georgia","American Jewish Archives","","","","","","1980-04","2014-04-07 18:46:57","2014-04-07 19:06:37","","9-22","","1","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBKZ35UD","book","1996","Meyer, Michael A; Brenner, Michael; Breuer, Mordechai; Graetz, Michael","German-Jewish history in modern times","","0231074727 9780231074728 0231074743 9780231074742 023107476X 9780231074766 0231074786 9780231074780","","","","","1996","2015-02-02 21:49:17","2015-02-02 21:49:53","","","","","","","","","","","","","Columbia University Press","New York","Translation of: Deutsch-jüdische Geschichte in der Neuzeit.","","","","","Open WorldCat","","jp_cite_00183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC8CB7KN","document","1907","","Joseph Deller obituary from the Iowa County Democrat Tribune","","","","","","","1907 June 20","2015-05-07 17:28:00","2015-05-14 16:57:36","","","","","","","","","","","","","","","","","","","SC 2818, Small Collections, American Jewish Archives","","","jp_cite_00315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC9QVITM","book","1971","Atherton, Lewis Eldon","The frontier merchant in Mid-America,","","0826205305 9780826205308","","","","","1971","2014-03-09 21:33:23","2014-12-09 16:50:55","","","","","","","","","","","","","University of Missouri Press","[Columbia, Mo.","English","","","","","Open WorldCat","","jp_cite_00064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICNSP4B6","book","1992","Carmilly, Moshe; Silber, Michael K","Jews in the Hungarian economy, 1760-1945: studies dedicated to Moshe Carmilly-Weinberger on his eightieth birthday","","9652237833 9789652237835","","","","","1992","2014-04-22 18:35:15","2014-04-22 18:35:15","","","","","","","","Jews in the Hungarian economy, 1760-1945","","","","","Magnes Press, Hebrew University","Jerusalem","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IECK52DU","journalArticle","1949","Eby, Kermit","Grandfather Schwalm Had a Red Beard","The Phi Delta Kappan","","0031-7217","","http://www.jstor.org/stable/20331781","","January 1, 1949","2015-05-21 19:27:17","2015-05-21 19:27:21","2015-05-21 19:27:17","181-185","","5","30","","The Phi Delta Kappan","","","","","","","","","Copyright © 1949 Phi Delta Kappa International","","","","JSTOR","","jp_cite_00342","","","http://www.jstor.org/stable/pdfplus/10.2307/20331781.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFN84D8R","book","1985","Horowitz, Daniel","The morality of spending: attitudes toward the consumer society in America, 1875-1940","","080182530X  9780801825309","","","","","1985","2015-05-21 16:32:57","2015-05-21 16:32:57","","","","","","","","The morality of spending","","","","","Johns Hopkins University Press","Baltimore","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG4WSE8V","book","1984","Curtin, Philip D","Cross-cultural trade in world history","","0521263190 9780521263191 0521269318  9780521269315","","","","A single theme is pursued in this book - the trade between peoples of differing cultures through world history. Extending from the ancient world to the coming of the commercial revolution, Professor Curtin's discussion encompasses a broad and diverse group of trading relationships. Drawing on insights from economic history and anthropology, Professor Curtin has attempted to move beyond a Europe-centred view of history, to one that can help us understand the entire range of societies in the human past. Examples have been chosen that illustrate the greatest variety of trading relationships between cultures. The opening chapters look at Africa, while subsequent chapters treat the ancient world, the Mediterranean trade with China, the Asian trade in the east, and European entry into the trade with maritime Asia, the Armenian trade carriers of the seventeenth century, and the North American fur trade. Wide-ranging in its concern and the fruit of exhaustive research, the book is nevertheless written so as to be accessible and stimulating to the specialist and the student alike. -- Publishers description.","1984","2015-03-04 17:31:31","2015-03-04 17:42:36","","","","","","","","","","","","","Cambridge University Press","Cambridge [Cambridgeshire]; New York","English","","","","","Open WorldCat","","","<p>Very broadly-based contextual resource offering theoretical look at ""trade diasporas."" Brief mention of Medieval Jewish money lenders in Europe.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJTMI69J","journalArticle","2001","Berniker, Pinkhes; Astro, Alan","Jesus: A Yiddish tale from Cuba","Hopscotch: A Cultural Review","","1527-800x","","http://muse.jhu.edu/journals/hopscotch/v002/2.4berniker.html","","2001","2015-01-11 17:15:25","2015-03-24 17:25:28","2015-01-11 17:15:25","134-145","","4","2","","","Jesus","","","","","","","","","","","","Project MUSE","","jp_cite_00133","","","http://muse.jhu.edu/journals/hopscotch/v002/2.4berniker.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IK2F5EVM","bookSection","2003","Gurwitz, Alexander Ziskind","San Antonio, Twenty-Two Years Ago","Yiddish south of the border: an anthology of Latin American Yiddish writing","0826323480 9780826323484","","","","","2003","2014-12-09 16:32:49","2014-12-09 16:33:42","","","","","","","","","","","","","University of New Mexico Press","Albuquerque","English","","","","","Open WorldCat","","jp_cite_00063","","","","","","Astro, Alan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKXSGKNF","document","","","Jackson, Tenn. Synagogue Records, Membership Lists, Biographic Sketches, and Geneological Information. 1860s-1960s","","","","","","","","2014-04-01 20:02:05","2015-05-14 17:03:58","","","","","","","","","","","","","","","","","","","SC 5589, American Jewish Archives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPNFPJ96","book","1978","Schwartz, Lois Fields","The Jews of Ligonier: an American experience","","","","","","","1978","2014-04-07 19:57:11","2014-04-07 19:57:11","","","","","","","","The Jews of Ligonier","","","","","Indiana Jewish Historical Society","Fort Wayne","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQ2SCG5G","book","2002","Carver, Nancy Ellen","Talk with Tilles: selling life in Fort Smith, Arkansas","","1401072003 9781401072001 1401071996 9781401071998","","","","","2002","2015-02-11 18:52:59","2015-02-11 18:56:29","","","","","","","","Talk with Tilles","","","","","Xlibris Corp.","[Philadelphia]","English","","","","","Open WorldCat","","jp_cite_00216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQ9QN3DF","book","1979","Samuels, Ernest","Bernard Berenson: the making of a connoisseur","","0674067754 9780674067752","","","","","1979","2014-04-08 17:25:57","2014-04-08 17:25:57","","","","","","","","Bernard Berenson","","","","","Belknap Press","Cambridge, Mass.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQJAJ6CI","journalArticle","1946","Rosenthal, Eric","'Coffee' Jacob","Jewish Affairs","","","","","","1946-9","2014-05-11 21:04:51","2014-05-11 21:06:27","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS8V87NW","book","1922","Agresti, Olivia Rossetti","David Lubin; a study in practical idealism,","","","","","","","1922","2014-03-04 21:28:04","2014-12-02 16:37:14","","","","","","","","","","","","","Little, Brown","Boston","English","","","","","Open WorldCat","","jp_cite_00027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISA2GJJZ","book","1849","Jones, J. B","The western merchant a narrative containing useful instruction for the Western man of business who makes his purchases in the East, also, information for the Eastern man whose customers are in the West: likewise, hints for those who design emigrating to the west, deduced from actual experience","","","","","","","1849","2014-04-22 17:17:57","2014-04-22 17:17:57","","","","","","","","The western merchant a narrative containing useful instruction for the Western man of business who makes his purchases in the East, also, information for the Eastern man whose customers are in the West","","","","","Grigg, Elliot","Philadelphia","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISH3NIHW","bookSection","1945","","Passover in a Village","Yisröel, the Jewish omnibus,","","","","","","1945","2014-03-09 19:11:08","2014-12-02 20:29:46","","","","","","","","","","","","","J. Clarke","London","English","","","","","Open WorldCat","","jp_cite_00032","","","","","","Leftwich, Joseph; Aleichem, Shalom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IV6SNVNJ","document","","Davis, Max","Autobiography","","","","","","","","2015-03-17 14:32:02","2015-05-14 16:51:48","","","","","","","","","","","","","","","","","","","RG 102, 129, YIVO Institute for Jewish Research","","","jp_cite_00289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IV9XSXQC","book","1978","Decker, Peter R","Fortunes and failures: white-collar mobility in nineteenth century San Francisco","","0674311183 9780674311183","","","","","1978","2015-04-14 14:50:40","2015-04-14 14:54:32","","","","","","","","Fortunes and failures","","","","","Harvard University Press","Cambridge, Mass.","English","","","","","Open WorldCat","","jp_cite_00291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVA25GV8","thesis","1985","Duffy, Mark J","A socio-economic analysis of Dublin's Jewish community 1880-1911","","","","","","","1985","2015-05-21 18:08:00","2015-05-21 18:08:50","","","","","","","","","","","","","University College Dublin","","English","","","","","Open WorldCat","","jp_cite_00340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWED6A6R","journalArticle","1942","Baron, Salo W","Modern Capitalism and the Jewish Fate","Menorah Journal","","","","","","1942","2014-03-25 15:34:37","2014-12-15 18:45:25","","","","2","30","","","","","","","","","","","","","","","","","jp_cite_00085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWTNVEJZ","journalArticle","1990","Alexander, Irving","Jewish Merchants in the Coalfields","","","","","","","Spring 1990","2014-03-09 19:23:32","2014-12-02 21:17:01","","","","1","16","","","","","","","","","","","","","","","","","jp_cite_00035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXIFJQBZ","book","2006","","Jews and port cities, 1590-1990: commerce, community and cosmopolitanism","","0853036810  9780853036814  0853036829  9780853036821","","","","","2006","2015-02-11 20:36:54","2015-02-11 21:18:03","","","","","","","","Jews and port cities, 1590-1990","","","","","Vallentine Mitchell","London; Portland, OR","English","","","","","Open WorldCat","","jp_cite_00220","","","","","","Cesarani, David; Romain, Gemma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3JW6KIE","journalArticle","1945","Atherton, Lewis E.","Itinerant Merchandising in the Ante-Bellum South","Bulletin of the Business Historical Society","","","10.2307/3110682","http://www.jstor.org/stable/3110682","","April 1, 1945","2014-02-24 19:22:21","2014-12-09 17:00:47","2014-02-24 19:22:21","35-59","","2","19","","Bulletin of the Business Historical Society","","","","","","","","","Copyright © 1945 The President and Fellows of Harvard College","","","","JSTOR","","jp_cite_00066","","","http://www.jstor.org/stable/pdfplus/3110682.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J45IV4VT","document","","Dawidowicz, Lucy","Materials Supporting ""Economic History of American Jews""","","","","","","","","2015-04-14 18:25:09","2015-05-14 16:53:12","","","","","","","","","","","","","","","","","","","Box 23, Lucy Dawidowicz papers, P-675, American Jewish Historical Society","","","jp_cite_00296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4TF89NS","book","1970","Drachman, Bernard","From the heart of Israel; Jewish tales and types.","","0836933346 9780836933345","","","","","1970","2015-05-21 16:41:47","2015-05-21 16:42:01","","","","","","","","","","","","","Books for Libraries Press","Freeport, N.Y.","English","","","","","Open WorldCat","","jp_cite_00336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6S4538F","book","2001","Collins, Kenneth E","Be well!: Jewish health and welfare in Glasgow, 1860-1914","","1862321299 9781862321298","","","","","2001","2015-02-28 22:32:54","2015-02-28 22:33:05","","","","","","","","Be well!","","","","","Tuckwell Press","East Linton, East Lothian","English","","","","","Open WorldCat","","jp_cite_00257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6XJ3F57","journalArticle","2007","Morawska, Ewa","Polish-Jewish Relations in America, 1880-1940","Polin","","","","","","2007","2015-01-12 22:30:40","2015-01-12 22:31:50","","71-86","","","19","","","","","","","","","","","","","","","","","jp_cite_00153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8EPVISD","journalArticle","1997","Chiel, Arthur A.","Peddler's Plight: A View from Winnipeg","Western States Jewish History","","07495471","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=44834999&site=ehost-live","Briefly describes the lifestyles of Jewish peddlers in North America during the 19th century, including an anecdote about the Peddlers' Synagogue in Winnipeg.","January 1997","2015-02-17 19:40:19","2015-02-17 19:41:02","2015-02-17 19:40:19","61-64","","2","29","","Western States Jewish History","Peddler's Plight","","","","","","","","","","","","EBSCOhost","","jp_cite_00234","","","http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=44834999&S=R&D=31h&EbscoContent=dGJyMNLr40Sep7U4xNvgOLCmr02ep7JSsqa4SbCWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J99378C7","book","1973","","Irish-Jewish Year Book","","","","","","","1973","2015-03-03 21:15:01","2015-03-03 21:18:08","","","","","","","","","","","","","","","","","","","","","","","<p>Obituary for Louis Freedman. Unclear if he had any connection to peddling.</p> <p>&nbsp;</p> <p>Filed under Coughlin.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAHUBHGW","book","1999","Segal Freilich, Ariel","Jews of the Amazon: self-exile in earthly paradise","","0827606699 9780827606692","","","","""Jews of the Amazon, a fascinating look at a unique community in the heart of the Peruvian Amazon, contributes more thought to the ongoing debate of ""who is a Jew?"" The author, a Jewish historian and writer born in Venezuela, spent four months living in one of the most isolated cities in history, Iquitos, Peru. There he studied ""Jewish mestizos,"" the descendants of native Amazonian women and Jewish fortune-seekers from the late nineteenth and early twentieth centuries."" ""Segal documents the community's beliefs, practices, and culture, and how the assimilation of Catholic missionary and local Amazonian culture has affected the very notion of Jewish identity for these people.""--BOOK JACKET.","1999","2014-04-14 19:28:28","2014-04-14 19:28:28","","","","","","","","Jews of the Amazon","","","","","Jewish Publication Society","Philadelphia","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFQ4526E","journalArticle","1947","Abramovitch, Hirsch","Rural Jewish Occupations in Lithuania","YIVO Annual of Jewish Social Science","","","","","","1947-1948","2014-03-04 18:23:53","2014-11-18 16:00:00","","","","","2/3","","","","","","","","","","English","","","","","","","jp_cite_00005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JICR5KMS","book","1987","Dahbany-Miraglia, Dina","Crossing the waters: Arabic-speaking immigrants to the United States before 1940","","0874745489  9780874745481","","","","","1987","2015-03-04 20:47:30","2015-03-04 20:50:36","","","","","","","","Crossing the waters","","","","","Smithsonian Institution Press","Washington, D.C.","English","","","","","Open WorldCat","","jp_cite_00273","","","","","","Hooglund, Eric J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIT4WJ85","book","1991","Eastwood, Carolyn; Shapiro, Beatrice Michaels; Chicago Jewish Historical Society","Chicago's Jewish street peddlers","","","","","","","1991","2014-02-24 21:36:56","2014-02-24 21:36:56","","","","","","","","","","","","","Chicago Jewish Historical Society","Chicago, Ill.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJAJXI4C","book","1984","Shelton, W. F","The day the black rain fell","","","","","","","1984","2014-04-22 14:20:41","2014-04-22 14:20:41","","","","","","","","","","","","","W.F. Shelton","Louisburg, N.C.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKK5E2GP","journalArticle","1984","Ryan, Des","The Jews of Limerick. Part 1","Old Limerick Journal","","","","","","1984","2014-04-07 21:29:08","2014-05-06 19:00:40","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMGI4JXT","book","2002","Sacher-Masoch, Leopold; Lewis, Virginia L","Jewish life: tales from nineteenth-century Europe","","1572411147  9781572411142","","","","""This work, originally published in Mannheim in 1891, is a collection of twenty-six stories illustrating various aspects of Jewish life and culture in Europe before the twentieth century. Each story takes place in a different country, ranging from England to Turkey, and develops an isolated topic or theme from Jewish life, such as its holidays, cabalism, the Chasidic movement, fanaticism, secularism etc., in a sometimes humorous, sometimes dramatic, and often sentimental fashion. While the endings are always happy, the level of historic realism in the stories is high. Jewish Life offers a richly detailed portrait of jewish customs and culture prior to the deplorable attempt to destroy them during the Holocaust.""--Jacket.","2002","2014-04-08 16:01:26","2014-04-08 16:01:26","","","","","","","","Jewish life","","","","","Ariadne Press","Riverside, Calif.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQHPH5UQ","book","1948","Davis, Eliot R","A link with the past.","","","","","","","1948","2015-03-10 20:16:26","2015-03-10 20:16:42","","","","","","","","","","","","","Oswald-Sealy","Auckland","English","","","","","Open WorldCat","","jp_cite_00287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JR4XC4WJ","journalArticle","2001","Alderman, Geoffrey","The Anti-Jewish Riots of August 1911 in South Wales: A Response","Welsh History Review = Cylchgrawn Hanes Cymru","","0043-2431","","http://search.proquest.com/docview/1310504850/3B1A1795220A4915PQ/1?accountid=12768","","Jun 1, 2001","2014-02-24 18:02:11","2014-02-24 18:02:11","2014-02-24 18:02:11","","","3","20","","","The Anti-Jewish Riots of August 1911 in South Wales","","","","","","","English","","","","","ProQuest","","","","","http://search.proquest.com/docview/1310504850/3B1A1795220A4915PQ/1?accountid=12768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRGUCDZV","book","1978","Cauthen, John K","Speaker Blatt, his challenges were greater","","0872493695 9780872493698","","","","","1978","2015-02-11 20:10:41","2015-02-11 20:10:56","","","","","","","","","","","","","University of South Carolina Press","Columbia","English","","","","","Open WorldCat","","jp_cite_00218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSECJGBT","book","2000","Cohen, Michael","Jerusalem of the north: an analysis of religious modernization in Portland, Maine's Jewish community 1860-1950","","","","","","","2000","2015-02-25 21:36:01","2015-02-25 21:36:24","","","","","","","","Jerusalem of the north","","","","","","","English","","","","","Open WorldCat","","jp_cite_00252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVTGTM73","book","2010","Bradbury, Rachael Bowman; Baskin, William P","Bishopville and Lee County","","9780738586434  0738586439","","","","","2010","2015-01-20 22:06:17","2015-01-20 22:06:31","","","","","","","","","","","","","Arcadia Pub.","Charleston, SC","English","","","","","Open WorldCat","","jp_cite_00173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX3FE6B7","document","","Crawford, Edith; Zeigler, Albert","Pioneer Story","","","","","http://www.loc.gov/manuscripts/?fa=subject%3Anarratives%7Csegmentof%3Awpalh1.19041505%2F&sb=shelf-id","","","2015-03-03 22:12:43","2015-03-03 22:31:39","","","","","","","","","","","","","","","","","","","U.S. Work Projects Administration, Federal Writers' Project, Folklore Project, Life Histories, 1936-1939, Library of Congress","","","jp_cite_00269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZ4U8RTD","journalArticle","2007","Ben-Yoseph, Raphael","Mahal Days","Generations","","","","","","2007-08","2014-04-01 16:35:04","2014-12-16 21:21:29","","55-59","","","","","","","","","","","","","English","","","","","Open WorldCat","","jp_cite_00107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2G9WZCS","bookSection","2003","Kucinski, Meir","The Mulata","Yiddish south of the border: an anthology of Latin American Yiddish writing","0826323480 9780826323484","","","","","2003","2014-12-09 15:46:37","2014-12-09 15:50:26","","","","","","","","","","","","","University of New Mexico Press","Albuquerque","English","","","","","Open WorldCat","","jp_cite_00059","","","","","","Astro, Alan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6443AMR","book","2005","Sandweiss, Naomi; New Mexico Jewish Historical Society","Jewish pioneers of New Mexico.","","","","","","","2005","2014-04-08 18:24:30","2014-04-08 18:24:30","","","","","","","","","","","","","New Mexico Jewish Historical Society","[Albuquerque, NM]","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA2JBQJI","bookSection","1993","","Literature as a Source of History of Libyan Jewry During the Ottoman Period","New horizons in Sephardic studies","0791414019  9780791414019  0791414027  9780791414026","","","","","1993","2014-04-28 21:34:50","2014-04-28 21:35:52","","","","","","","","","","","","","State University of New York Press","Albany","English","","","","","Open WorldCat","","","","","","","","Stillman, Yedida Kalfon; Zucker, George K; Simon, Rachel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA9F2H83","document","1989","Chiat, Marilyn","Jews on Mainstreet","","","","","","","1989-04-29","2015-02-17 18:25:35","2015-05-14 16:49:42","","","","","","","","","","","","","","","","","","","Box 192, Nathan and Theresa Berman Upper Midwest Jewish Archives","","","jp_cite_00229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBEW4WGS","book","1992","Rubel, Iaacov","Presencia sefaradí en la Argentina","","","","","","","1992","2014-05-28 17:02:45","2014-05-28 17:02:45","","","","","","","","","","","","","Consejo Educativo Sefaradí","Buenos Aires","Spanish","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KDAI62PA","journalArticle","1994","Aron, Stephen","Lessons in Conquest: Towards a Greater Western History","Pacific Historical Review","","","10.2307/3640863","http://www.jstor.org/stable/3640863","","May 1, 1994","2014-02-24 19:15:33","2014-02-24 19:15:33","2014-02-24 19:15:33","125-147","","2","63","","Pacific Historical Review","Lessons in Conquest","","","","","","","","Copyright © 1994 University of California Press","","","","JSTOR","","","<p>Resource does not deal with peddlers directly, it provides a framework for reexamining Western/""frontier"" history</p>","","http://www.jstor.org/stable/pdfplus/3640863.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEAE45QN","book","1888","Connelly, J. H; American Jewish Historical Society; Adam Matthew Digital (Firm); Adam Matthew Education (Firm)","Charities of the Hebrews of New York comprehensive benevolence beyond all bounds of race or creed ...","","","","","http://www.jewishlife.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=288064","","1888","2015-03-03 16:57:57","2015-03-03 16:58:09","2015-03-03 16:57:57","","","","","","","","","","","","Press of Stettiner, Lambert & Co.","New York","English","","","","","Open WorldCat","","jp_cite_00261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEK43VPC","bookSection","2000","Chan, Sucheng","","Rooted in barbarous soil: people, culture, and community in Gold Rush California","0520224973 9780520224971 0520224965 9780520224964","","","","","2000","2015-02-11 21:34:58","2015-02-11 21:36:57","","44-85","","","","","","","","","","","University of California Press","Berkeley","English","","","","","Open WorldCat","","jp_cite_00221","","","","","","Starr, Kevin; Orsi, Richard J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGTEZE2C","document","","Schipper","","","","","","","","","2014-04-01 21:26:08","2014-04-07 14:50:27","","","","","","","","","","","","","","","","","","","","","","","<p>I cannot read - in Yiddish or Hebrew</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
