Extra,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,Subject Date Span,geom
jp_cite_00087,VT6INB9H,book,1962,"Baron, Salo W",World dimensions of Jewish history,,,,,,,1962,3/25/2014 15:38:36,12/15/2014 18:59:05,,,,,,,,,,,,,Leo Baeck Institute,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1962,
jp_cite_00088,2FPWZNH4,book,2005,"Barṭal, Yiśraʼel","The Jews of Eastern Europe, 1772-1881",,0812238877  9780812238877  9780812219074  0812219074,,,,"""In the nineteenth century, the largest Jewish community the modern world had known lived in hundreds of towns and shtetls in the territory between the Prussian border of Poland and the Ukrainian coast of the Black Sea. The period had started with the partition of Poland and the absorption of its territories into the Russian and Austro-Hungarian empires; it would end with the first large-scale outbreaks of anti-Semitic violence and the imposition in Russia of strong anti-Semitic legislation. In the years between, a traditional society accustomed to an autonomous way of life would be transformed into one much more open to its surrounding cultures, yet much more confident of its own nationalist identity. In The Jews of Eastern Europe, Israel Bartal traces this transformation and finds in it the roots of Jewish modernity.""--BOOK JACKET.",2005,3/25/2014 15:39:47,12/15/2014 19:04:16,,,,,,,,,,,,,University of Pennsylvania Press,Philadelphia,eng,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,,,,,,,,,,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772-1881,POINT(4225548.653769276 6801122.66144857)
jp_cite_00089,3B2N65VF,book,1952,"Barwin, Victor",Millionaires and tatterdemalions; stories of Jewish life in South Africa.,,,,,,,1952,3/25/2014 15:46:21,12/15/2014 19:24:12,,,,,,,,,,,,,E. Goldston,London,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Cultural Exchange,Transportation,,,,,,,,"Linkova, Czech Republic","Pretoria, South Africa","Johannesburg, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1910,POINT(1662220.9331055689 6530234.509979954)|POINT(3137880.0399354836 -2967669.5322358003)|POINT(3122211.7214209693 -3024381.9880308365)
jp_cite_00090,TBB8UZWU,journalArticle,2000,"Barr, Terry",A Shteltl Grew in Bessemer: Temple Beth-El and Jewish Life in Small-Town Alabama,Southern Jewish History,,,,,,2000,3/25/2014 15:51:51,12/15/2014 19:37:27,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,Subsequent Commercial Careers,Non-peddling Background,,,,,,,,Hungary,"New York, New York",Ohio,"Bessemer, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lefkovits, Sam",,,,,,,,,,,,,,,,,,,,1880-1909,POINT(2171097.8697641967 5968637.678298508)|POINT(-8238303.700046114 4970069.184605361)|POINT(-9229178.71421059 4926767.889867661)|POINT(-9679723.647708358 3948755.322681195)
jp_cite_00091,ABM9TN8S,journalArticle,1975,"Barzilai, Dena",Jews of Zaire: The Rise and Fall of a Small Community,Jewish Affairs,,,,,,4/1/1975,3/25/2014 15:55:39,12/15/2014 20:58:01,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,,,,,,,,,,"Rhodes, Greece","Lumbumbashi, Democratic Republic of the Congo",South Africa,"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910-1940,POINT(3141155.8274586517 4360637.865809626)|POINT(3058997.712936461 -1307575.1074744225)|POINT(2553391.4876322225 -3575670.6750294203)|POINT(1704734.3253074125 -482658.9680559602)
jp_cite_00092,PJXRA3CF,journalArticle,1975,"Goodman, L.","The Tales of Hyman Polsky, A Pioneer South African Yiddish Writer",Jewish Affairs,,,,,,4/1/1975,12/15/2014 21:08:03,12/15/2014 21:09:06,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,Transportation,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912-1937,POINT(2553391.4876322225 -3575670.6750294203)
jp_cite_00093,S9NRU6BE,book,2006,"Bauman, Mark K",Dixie diaspora: an anthology of southern Jewish history,,0817315047 0817352910 9780817315047 9780817352912,,,,,2006,2/10/2014 19:33:59,12/15/2014 21:13:00,,,,,,,,Dixie diaspora,,,,,The University of Alabama Press,Tuscaloosa,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Religious Practices,Cultural Exchange,,,,,,,,,"Texarkana, Texas",Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goldberg, Ch.",,,,,,,,,,,,,,,,,,,,1840-1849,POINT(-10469340.75925122 3951869.104983545)|POINT(-10222672.931277724 4574377.17595273)
jp_cite_00094,B8A92SU2,document,,"Bauman, Mark K",Trouble in Dixie: Anti-Jewish Violence in the Postbellum South,,,,,,,,3/25/2014 16:01:10,12/15/2014 21:18:49,,,,,,,,,,,,,,,,,,,,,,<p>Very relevant document with incomplete citation. Looks like a thesis or term paper.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victims of Crime,Anti-Semitic Rhetoric,Cultural Exchange,,,,,,,,"Knyshin, Poland","Aiken, South Carolina","Dallas, Texas","Wylie, Texas",Poland,"Williamsport, Tennessee","Fairmount, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surasky, Abraham","Surasky, Benedict Morris","Dreeben, Solomon","Friedman, Samuel","Brown, Morris",,,,,,,,,,,,,,,,1880-1903,POINT(2551408.1973206275 7041046.47854516)|POINT(-9096979.05994347 3969928.367944683)|POINT(-10775391.401850717 3865697.252619116)|POINT(-10746658.839405555 3897311.0752500654)|POINT(2131226.7903913013 6785571.89784786)|POINT(-9709197.275135579 4257589.662943229)|POINT(-10316828.50391849 3689721.1450514058)
jp_cite_00095,C43XR5RA,bookSection,2006,"Bauman, Mark K",Role Theory and History: The Illustration of Ethnic Brokerage in the Atlanta Jewish Community in an Era of Transition and Conflict,Dixie diaspora: an anthology of southern Jewish history,0817315047 0817352910 9780817315047 9780817352912,,,,,2006,3/25/2014 16:02:52,12/15/2014 21:47:35,,,,,,,,,,,,,The University of Alabama Press,Tuscaloosa,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,Religious Practice,Subsequent Commercial Careers,,,,,,,,"Odessa, Ukraine","Atlanta, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eplan, Leon",,,,,,,,,,,,,,,,,,,,1880-1890,POINT(3420103.168548062 5858014.4185465835)|POINT(-9394027.228532074 3995147.831181809)
jp_cite_00096,R77ATUAR,journalArticle,1979,"Becker, Sandra; Pearson, Ralph","The Jewish Community of Hartford, Connecticut, 1880-1929",American Jewish Archives,,,,,,11/1/1979,3/25/2014 16:12:15,12/15/2014 21:59:21,,,,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restrictions on Itinerant Commerce,Sponsor,Transportation,Subsequent Commercial Careers,,,,,,,"Hartford, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920,POINT(-8091267.5621593185 5125649.965671333)
jp_cite_00097,UWT69EAM,book,2007,"Behar, Ruth",An island called home returning to Jewish Cuba,,9780813543864  081354386X,,,http://site.ebrary.com/id/10216869,,2007,3/25/2014 16:15:19,12/15/2014 22:19:13,3/25/2014 16:15:19,,,,,,,,,,,,Rutgers University Press,"New Brunswick, N.J.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Wares,Subsequent Commercial Careers,Non-peddling Background,,,,,,,Turkey,Poland,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898-1950,POINT(3923268.658357253 4716479.683972344)|POINT(2131226.7903913013 6785571.89784786)|POINT(-8658559.902541293 2454202.390607366)
jp_cite_00098,MM7ZHDSN,book,1996,"Beik, Mildred A","The miners of Windber: the struggles of new immigrants for unionization, 1890s-1930s",,0271015667  9780271015668  0271015675  9780271015675,,,,"""In 1897 the Berwind-White Coal Mining Company founded Windber as a company town for its miners in the bituminous coal country of Pennsylvania. The Miners of Windber chronicles the coming of unionization to Windber, from the 1890s, when thousands of new immigrants flooded Pennsylvania in search of work, through the New Deal era of the 1930s, when the miners' rights to organize, to join the United Mine Workers of America, and to bargain collectively were recognized after years of bitter struggle."" ""Mildred Allen Beik, a Windber native whose father entered the coal mines at age eleven in 1914, explores the struggle of miners and their families against the company, whose repressive policies encroached on every part of their lives. That Windber's population represented twenty-five different nationalities, including Slovaks, Hungarians, Poles, Italians, and Carpatho-Russians, was a potential obstacle to the solidarity of miners. Beik, however, shows how the immigrants overcame ethnic fragmentation by banding together as a class to unionize the mines. Work, family, church, fraternal societies, and civic institutions all proved critical as men and women alike adapted to new working conditions and to a new culture."" ""Beik draws on a wide variety of sources, including oral histories gathered from thirty-five of the oldest living immigrants in Windber, foreign-language newspapers, fraternal society collections, church manuscripts, public documents, union records, and census materials. The struggles of Windber's diverse working class undeniably mirror the efforts of working people everywhere to democratize the undemocratic America they knew.""--BOOK JACKET.",1996,3/25/2014 16:16:11,12/15/2014 22:38:26,,,,,,,,The miners of Windber,,,,,Pennsylvania State University Press,University Park,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restrictions on Itinerant Commerce,Wares,,,,,,,,,Hungary,Russia,"Windber, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920,POINT(2171097.8697641967 5968637.678298508)|POINT(11724030.287269026 8747149.047572464)|POINT(-8775874.537890757 4900850.592402812)
jp_cite_00099,2ENZ5B4F,book,1990,"Bein, Alex",The Jewish question: biography of a world problem,,0838632521 9780838632529,,,,,1990,3/25/2014 16:21:08,12/15/2014 22:42:47,,,,,,,,The Jewish question,,,,,Herzl Press,Rutherford,English,,,,,Open WorldCat,,,,,,,,,"Zohn, Harry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Wares,,,,,,,,,Prussia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780-1849,POINT(-10520399.536502874 5067645.7573955925)
jp_cite_00100,N52HWDHF,thesis,1958,"Beitner, Zvi","Origins of Development of the Ashkenazic Jewish Community of Montevideo, Uruguay",,,,,,,1958,3/25/2014 16:26:59,12/15/2014 22:46:37,,,,,,,,,,,,,"Yeshiva University, Bernard Revel Graduate School",,,,,YIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,,,,,,,,,,"Montivideo, Uruguay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,POINT(-6252207.035220509 -4150450.861324291)
jp_cite_00101,VJRFDZJM,book,1966,,"Through narrow gates; a review of Jewish immigration, colonization and immigrant aid work in Canada (1840-1940),",,,,,,,1966,3/25/2014 16:37:34,12/15/2014 22:50:29,,,,,,,,,,,,,Canadian Jewish Congress and the Jewish Colonization Association,Montreal,English,,,,,Open WorldCat,,,,,,,"Belkin, Simon; Canadian Jewish Congress; Jewish Colonization Association",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,,,,,,,,,,Lithuania,"Montreal, Quebec","Lancaster, Ontario","Lanark, Ontario","Cornwall, Ontario","Kingston, Ontario","Sherbrooke, Quebec","Winnipeg, Manitoba","Sudbury, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855-1860,POINT(2658451.372124075 7394820.259211762)|POINT(-8189469.475838417 5700850.969337447)|POINT(-8293603.516125471 5644176.653380182)|POINT(-8500236.513755135 5622840.479250969)|POINT(-8318943.951047651 5624871.609785292)|POINT(-8514377.495460331 5501286.50792993)|POINT(-8001915.369885867 5684872.056529506)|POINT(-10813296.334113596 6428933.081872529)|POINT(-9017991.947907776 5859222.795416705)
jp_cite_00102,8MZH7E24,journalArticle,1962,"Beller, Jacob",The Jewish Community of Chile: Its Past and Present,Jewish Life,,,,,,8/6/1962,3/25/2014 16:43:42,12/16/2014 17:01:04,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,,,,,,,,,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920,POINT(-7964126.877810342 -4256013.6745668)
jp_cite_00103,338HPR7K,webpage,,Case Western University,"Benesch, Alfred Abraham",The Encyclopedia of Cleveland History,,,,http://ech.case.edu/cgi/article.pl?id=BAA,,,4/1/2014 16:23:15,12/16/2014 17:06:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victims of Crime,,,,,,,,,,"Cleveland, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-1915,POINT(-9094174.610276204 5086272.578710694)
jp_cite_00104,9W6Q6W3D,book,1998,"Benchimol, Samuel",Eretz Amazônia: os judeus na Amazônia,,8586512214 9788586512216,,,,,1998,4/1/2014 16:27:25,12/16/2014 17:08:15,,,,,,,,Eretz Amazônia,,,,,Valer Editora,"Manaus, AM",Portuguese,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Bartering,Anti-Semitic Rhetoric,,,,,,,,Morocco,"Belem, Brazil","Manaus, Brazil","Ceara, Brazil","Gurupa, Brazil","Cameta, Brazil","Macapa, Brazil","Breves, Brazil","Baiao, Brazil","Boim, Brazil","Aveiros, Brazil","Itaituba, Brazil","Borba, Brazil","Manicore, Brazil","Para, Brazil","Iquitos, Peru","Contamana, Peru","Yurimaguas, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820-1920,POINT(-789546.846680282 3735999.2271399107)|POINT(-5397902.134190836 -162071.33268329734)|POINT(-6681588.575048556 -347380.1676148321)|POINT(-4377151.851876417 -613020.4713205014)|POINT(-5747902.613437274 -157475.30140219958)|POINT(-5510014.141819308 -249814.8031119667)|POINT(-5685145.949948677 3960.0241596048913)|POINT(-5619354.850724867 -187123.7327928494)|POINT(-5530184.198276977 -298818.85724365304)|POINT(-6150797.483810497 -347979.8784622442)|POINT(-5448910.6395604545 -328078.48567130684)|POINT(-6233125.304896379 -475447.7810869378)|POINT(-6633292.413599534 -489384.83559659834)|POINT(-6822770.866193309 -647317.633169313)|POINT(-6114848.112174059 -222475.5912352415)|POINT(-8154334.439672868 -417040.6745093133)|POINT(-8349587.268024216 -820146.7689490704)|POINT(-8472849.803953476 -658035.1736238411)
jp_cite_00105,95VPNHFU,book,2002,"Benjamin, Alan Fredric",Jews of the Dutch Caribbean: exploring ethnic identity on Curaçao,,0415274397 9780415274395,,,,,2002,4/1/2014 16:28:09,12/16/2014 18:23:11,,,,,,,,Jews of the Dutch Caribbean,,,,,Routledge,London; New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Transportation,Sponsor,Cultural Exchange,Subsequent Commercial Careers,,,,,,Curacao,Poland,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920-1939,POINT(-7679933.895148705 1365012.6660205473)|POINT(2131226.7903913013 6785571.89784786)|POINT(2658451.372124075 7394820.259211762)
jp_cite_00106,8BVNU95N,document,1952,"ben Sholem, Borukh",Autobiography,,,,,,,1952,12/16/2014 18:39:48,5/14/2015 16:45:40,,,,,,,,,,,,,,,,,,,"YIVO 58, YIVO Institute for Jewish Research",,,<p>Probably from RG 102</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Religious Practices,Non-peddling Background,Family,Subsequent Non-commercial Careers,,,,,,,"Plyskiv, Ukraine","Pittsburgh, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ben Sholem, Borukh",,,,,,,,,,,,,,,,,,,,1892-1952,POINT(3259960.3406087854 6337735.044575752)|POINT(-8905101.338364959 4930180.7964929445)
jp_cite_00107,JZ4U8RTD,journalArticle,2007,"Ben-Yoseph, Raphael",Mahal Days,Generations,,,,,,8/1/2007,4/1/2014 16:35:04,12/16/2014 21:21:29,,55-59,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,Family,Subsequent Commercial Careers,,,,,,,,Ukraine,"Baltimore, Maryland","Philadephia, Pennsylvania",Texas,"Clarksburg, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3469336.4953940953 6170212.710581609)|POINT(-8528429.900246715 4763352.471949581)|POINT(-8367354.181578875 4859054.290881913)|POINT(-11121018.96206873 3759189.4365946907)|POINT(-8943912.622789802 4761951.673485111)
jp_cite_00108,E2RHFTSF,journalArticle,1985,"Benson, John","Hawking and Peddling in Canada, 1867-1914",Social History / Histoire Sociale,,182257,,,"Hawking and peddling continued to be important forms of marketing in post-Confederation Canada. Estimates of the number of full-time hawkers and peddlers indicate that their numbers increased nearly five times, from 666 to 3,248, though they represented only about 1% of the total working population. There were proportionately more hawkers and peddlers in urban centers, from which they serviced the suburbs, than in rural areas. (English)",5/1/1985,4/1/2014 16:38:49,12/17/2014 15:38:06,,75-83,,35,18,,Social History / Histoire Sociale,,,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=23724396&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,Restrictions on Itinerant Commerce,Bartering,Wares,,,,,,,"Montreal, Quebec","Toronto, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867-1914,POINT(-8189469.475838417 5700850.969337447)|POINT(-8836895.652594483 5411933.998573312)
jp_cite_00109,BTQX44F4,thesis,1997,"Benton, Katherine A","Border Jews, Border Marriages, Border Lives: Mexican-Jewish Intermarriage in the Arizona Territory, 1850-1900.",,,,,,,1997,4/1/2014 16:39:34,12/17/2014 15:46:11,,,,,,,,,,,,,University of Wisconsin-Madison,,,,Master of Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Subsequent Commercial Careers,Family,,,,,,,,"Poznan, Poland","Tuscon, Arizona","Yuma, Arizona",Mexico,New Mexico,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1900,POINT(1884101.0942202886 6873939.257412578)|POINT(-12348279.156051861 3792453.1531950277)|POINT(-12760296.257944155 3854579.247912663)|POINT(-11416123.692723436 2708933.291855795)|POINT(-11785404.518529452 4098832.8002448846)|POINT(-13293543.42450309 4408244.133335477)
jp_cite_00110,MEW4ZV6N,bookSection,1984,"Arkin, Antony",Economic Activities,South African Jewry: a contemporary survey,0195703650 9780195703658,,,,,1984,12/17/2014 16:16:35,12/17/2014 16:18:58,,,,,,,,,,,,,Oxford University Press,Cape Town; New York,English,,,,,Open WorldCat,,,,,,,"Arkin, Marcus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peddling Background,Non-peddling Background,Wares,Family,Sponsor,,,,,,Lithuania,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1940,POINT(2658451.372124075 7394820.259211762)|POINT(2553391.4876322225 -3575670.6750294203)
jp_cite_00111,S7JMT9S3,journalArticle,1942,"Bentwich, Norman",Jewish Life in British South Africa,Jewish Social Studies,,,,,,1/1/1942,12/17/2014 16:35:52,12/17/2014 16:38:01,,73-84,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1920,POINT(2553391.4876322225 -3575670.6750294203)
jp_cite_00112,83ZFZ5Z5,book,1940,"Bentwich, Margery.; Bentwich, Norman,","Herbert Bentwich, the Pilgrim father,",,,,,,,1940,12/17/2014 16:41:25,12/17/2014 16:42:02,,,,,,,,,,,,,"Hozaah, Ivrith Ltd.",Jerusalem,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Routes,,,,,,,,,"Peiser, Poland","Bedford, England","Hull, England","Birmingham, England","Cambridge, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentwich, Marks",,,,,,,,,,,,,,,,,,,,1850-1890,POINT(-51947.75244110757 6824748.536372081)|POINT(-37485.8700398469 7122135.792391322)|POINT(-210438.4766858019 6888526.480298655)|POINT(13560.606408076555 6837338.511036823)
jp_cite_00113,UPCD92PD,document,1982,"Benzely, Mrs. Marion",Autobiography of Mrs. Marion Benzely,,,,,,,1982,12/17/2014 17:07:47,5/14/2015 16:45:53,,,,,,,,,,,,,,,,,,,"Box 54C, Nathan and Theresa Berman Upper Midwest Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Bartering,Transportation,Family,,,,,,,"Mulligan Township, Minnesota","Sleepy Eye, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isaacs, Harris",,,,,,,,,,,,,,,,,,,,1897-1920,POINT(-10551960.404382175 5491270.273769539)|POINT(-10544893.375565741 5511683.427310631)
jp_cite_00114,2N8Z2K4S,journalArticle,1965,"Berg, Louis",Peddlers in Eldorado,Commentary,,,,http://www.commentarymagazine.com/articles/peddlers-in-eldorado/,,7/1/1965,12/17/2014 17:13:03,12/17/2014 17:15:02,,63-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Subsequent Commercial Careers,Restrictions on Itinerant Commerce,Sponsor,Family,Transportation,Religious Practices,,,,"San Francisco, California","El Dorado, California",Colorado,New Mexico,Utah,"Washoe County, Nevada","Clear Creek, California","Adler Gulch, California",,"Black Hills, South Dakota","Couer d'Alene, Idaho","Suwalk, Poland","Central City, Colorado","Cheyenne, Wyoming",,,,,,,,,,,,,,,,,,,,,,,"Goldstein, Isaac","Schnayder, Isadore","Rackovsky, Abraham","Goldwasser, Mike","Mears, Otto","Helbing, August","Aaron, Sam","Abrams, Levi","Schlesinger, Sigmund","Altman, Henry","Wasserman, Jacob","Sloss, Louis","Jastro, Harry","Sutro, Adolph","Guggenheim, Meyer",,,,,,1840-1910,POINT(-13627666.994773194 4547679.508348532)|POINT(-13406847.81972508 4684873.377229339)|POINT(-11775605.876388567 4800770.694046295)|POINT(-11785404.518529452 4098832.8002448846)|POINT(-12366897.574655375 4767754.065172822)|POINT(-13314206.225554738 4947779.688067703)|POINT(-13475065.38328522 4909333.562309573)|POINT(-13642267.225037595 4979191.566215635)|POINT(-11549397.168194445 5462863.288096312)|POINT(-12999942.052439388 6053399.336291661)|POINT(2552643.6544251265 7191305.542634782)|POINT(-11745782.995190984 4837201.213388617)|POINT(-11668536.430185296 5033010.864521725)
