Key	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract Note	Date	Date Added	Date Modified	Access Date	Pages	Num Pages	Issue	Volume	Number Of Volumes	Journal Abbreviation	Short Title	Series	Series Number	Series Text	Series Title	Publisher	Place	Language	Rights	Type	Archive	Archive Location	Library Catalog	Call Number	Extra	Notes	File Attachments	Link Attachments	Manual Tags	Automatic Tags	Editor	Series Editor	Translator	Contributor	Attorney Agent	Book Author	Cast Member	Commenter	Composer	Cosponsor	Counsel	Interviewer	Producer	Recipient	Reviewed Author	Scriptwriter	Words By	Guest	Number	Edition	Running Time	Scale	Medium	Artwork Size	Filing Date	Application Number	Assignee	Issuing Authority	Country	Meeting Name	Conference Name	Court	References	Reporter	Legal Status	Priority Numbers	Programming Language	Version	System	Code	Code Number	Section	Session	Committee	History	Legislative Body
8THZ6PBB	document	1981	"Birnholz, Richard J."	"Brief history of beginning of the Satartia, Mississippi Jewish community in 1840's"							1981	1/12/2015 22:09	1/12/2015 22:12																			"American Jewish Archives, SC-1041"			jp_cite_00151																																																			
8AKJ5F9F	journalArticle	2007	"Biskupski, Miecyslaw; Polonsky, Antony"	Introduction	Polin						2007	1/12/2015 22:27	1/12/2015 22:29		Mar-53			19																	jp_cite_00152																																																			
J6XJ3F57	journalArticle	2007	"Morawska, Ewa"	"Polish-Jewish Relations in America, 1880-1940"	Polin						2007	1/12/2015 22:30	1/12/2015 22:31		71-86			19																	jp_cite_00153																																																			
KRTXH5TG	journalArticle		"Blau, Joel"	John Quincy Adams and the Jewish Peddler	The Jewish Criterion				http://digitalcollections.library.cmu.edu/pjn/main.jsp?flag=browse&smd=1&awdid=1			1/12/2015 22:42	1/12/2015 22:45				22	63																	jp_cite_00154																																																			
M57G5RH6	journalArticle	1959	"Patchen, Susan Buerger"	Fastest Draw in the Bronx	Jewish Criterion				http://digitalcollections.library.cmu.edu/pjn/main.jsp?flag=browse&smd=1&awdid=1		12/25/1959	1/13/2015 16:08	1/13/2015 16:11				12	135																	jp_cite_00155																																																			
WM7KZFG4	journalArticle	1999	"Bloch, Anny"	Mercy on Rude Streams	Southern Jewish History						1999	1/13/2015 16:24	1/13/2015 16:27					2																	jp_cite_00156																																																			
5DMGHIZG	bookSection	2002	"Israel, Jonathan"	The Republic of the United Netherlands until about 1750: demography and economic activity	The history of the Jews in the Netherlands	187477451X 9781874774518				"This work is composed of essays describing Jewish life in Dutch history, from the Middle ages to the present."	2002	1/13/2015 16:48	1/13/2015 17:01		85-115											Littman Library of Jewish Civilization	"Oxford; Portland, OR"	English					Open WorldCat		jp_cite_00157						"Blom, J. C. H.,; Fuks-Mansfeld, R. G.; Scho?ffer, Ivo."																																													
PGBPED9A	bookSection	2002	"Fuks-Mansfeld, R. G.; Israel, Jonathan"	"Enlightenment and emancipation, from c.1750 to 1814"	The history of the Jews in the Netherlands	187477451X 9781874774518				"This work is composed of essays describing Jewish life in Dutch history, from the Middle ages to the present."	2002	1/13/2015 17:01	1/13/2015 17:12		164-191											Littman Library of Jewish Civilization	"Oxford; Portland, OR"	English					Open WorldCat		jp_cite_00158						"Blom, J. C. H.,; Scho?ffer, Ivo."																																													
ECSVJ88H	bookSection	2002	"Fuks-Mansfeld, R. G.; Israel, Jonathan"	"Arduous adaptation, 1814-1870"	The history of the Jews in the Netherlands	187477451X 9781874774518				"This work is composed of essays describing Jewish life in Dutch history, from the Middle ages to the present."	2002	1/13/2015 17:12	1/13/2015 17:12		164-191											Littman Library of Jewish Civilization	"Oxford; Portland, OR"	English					Open WorldCat		jp_cite_00159						"Blom, J. C. H.,; Scho?ffer, Ivo."																																													
WGB7KMF8	book	1969	"Bloom, Herbert Ivan,"	The economic activities of the Jews of Amsterdam in the seventeenth and eighteenth centuries		0804606463 9780804606462					1969	1/13/2015 17:18	1/13/2015 17:20													Kennikat Press	"Port Washington, N.Y."	English					Open WorldCat		jp_cite_00160																																																			
GH3RI2H2	book	1950	"Blumenthal, Abraham"	Life in Wilmington							1950	2/18/2014 22:33	1/13/2015 17:28													New Hanover County Public Library	"Wilmington, N.C."	English					Open WorldCat		jp_cite_00161																																																			
PSKDZU9K	book	2009	"Blumenfeld, David,; Hertz, Frederick,"	A continent of glory: the diary of a 19th century Jewish immigrant							2009	1/13/2015 19:10	1/13/2015 19:11								A continent of glory							English					Open WorldCat		jp_cite_00162																																																			
TVQVSM86	book	1917	"Bogen, Boris David,"	"Jewish philanthropy; an exposition of principles and methods of Jewish social service in the United States,"							1917	1/13/2015 20:23	1/13/2015 20:23													Macmillan Co.	New York	English					Open WorldCat		jp_cite_00163																																																			
GAZJE5CW	book	1985	"Bo?hm, Gu?nter,"	Judíos en el Perú durante el siglo XIX							1985	1/13/2015 20:26	1/13/2015 20:26													Universidad de Chile	Santiago	Spanish					Open WorldCat		jp_cite_00164																																																			
N2EH8UMA	book	1991	"Bolkosky, Sidney M."	"Harmony & dissonance: voices of Jewish identity in Detroit, 1914-1967"		0814319335  9780814319338					1991	1/13/2015 20:48	1/13/2015 20:49								Harmony & dissonance					Wayne State University Press	Detroit	English					Open WorldCat		jp_cite_00165																																																			
D3TXEPSS	book		"Borochov, Ber"	Nationalism and the class struggle : a Marxian approach to the Jewish problem : selected writings								1/13/2015 21:10	3/3/2015 20:12								Nationalism and the class struggle					Poale Zion-Zeire Zion of America and Young Poale Zion Alliance of America	New York								jp_cite_00166		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\IRGG485R\resolve.html																																																	
4452H8S7	book	1945	"Federal Writers' Project.; Botkin, Benjamin Albert,"	"Lay my burden down; a folk history of slavery,"							1945	1/13/2015 21:16	1/13/2015 21:47													University of Chicago Press	"Chicago, Ill."	English					Open WorldCat		jp_cite_00167																																																			
P56RS65S	journalArticle	2012	"Boum, Aomar"	Moroccan Judaism for Sale: Jewish Culture in the Context of the Palestinian-Israeli Conflict	AJS Perspectives						2012	1/13/2015 22:17	3/3/2015 20:01																						jp_cite_00168																																																			
EJICXPUG	journalArticle		"Boum, Aomar"	"Schooling in the Bled: Jewish Education ahnd the Alliance Israelite Universelle in Southern Rural Morocco, 1830-1962"	Journal of Jewish Identities							1/20/2015 15:47	1/20/2015 18:25		24-Jan		1	3																	jp_cite_00169																																																			
Q787KC9V	book	1993	"Bourke, Joanna"	"Husbandry to housewifery: women, economic change, and housework in Ireland, 1890-1914"		0198203853 9780198203858					1993	1/20/2015 19:24	1/20/2015 19:29								Husbandry to housewifery					Clarendon Press ; Oxford University Press	Oxford [England]; New York	English					Open WorldCat		jp_cite_00170																																																			
FP4NEPC9	journalArticle	1973	"Boxerman, Burton Alan"	"The Edison Brothers, Shoe Merchants: Their Georgia Years"	The Georgia Historical Quarterly		0016-8297		http://www.jstor.org/stable/40579942		1-Dec-73	1/20/2015 19:30	1/20/2015 19:31	1/20/2015 19:30	511-525		4	57		The Georgia Historical Quarterly	"The Edison Brothers, Shoe Merchants"								Copyright © 1973 Georgia Historical Society				JSTOR		jp_cite_00171		"C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\RVP3RFCV\Boxerman - 1973 - The Edison Brothers, Shoe Merchants Their Georgia.pdf"																																																	
BTQN8XDE	book	2007	"Braber, Ben"	Jews in Glasgow 1879-1939: immigration and integration		9780853037101  0853037108  9780853037095  0853037094					2007	1/20/2015 21:47	1/20/2015 21:47								Jews in Glasgow 1879-1939					Vallentine Mitchell in association with EJPS	"London; Portland, OR"	English					Open WorldCat		jp_cite_00172																																																			
JVTGTM73	book	2010	"Bradbury, Rachael Bowman; Baskin, William P"	Bishopville and Lee County		9780738586434  0738586439					2010	1/20/2015 22:06	1/20/2015 22:06													Arcadia Pub.	"Charleston, SC"	English					Open WorldCat		jp_cite_00173																																																			
DJ3WWT6D	book	2003	"Payne, Roslyn Braeman; McLaughlin, Carol"	"The Braeman family: Aaron, Lillian, Samuel, and Ruth : personal life stories"							2003	1/20/2015 22:33	1/20/2015 22:35								The Braeman family							English				"Nathan and Theresa Berman Upper Midwest Jewish Archives, University of Minnesota, Box 54 B"	Open WorldCat		jp_cite_00174																																																			
37NJZG78	book	1973	"Braudel, Fernand"	"Capitalism and material life, 1400-1800."		0060104546 9780060104542				"This work is concerned with the quest for progress in daily life throughout the world between the fifteenth and eighteenth centuries. Professor Braudel studies the demographic expansion that outstripped the production of goods, and the many other factors that brought about the low subsistence level of the majority of people in contrast with the luxurious living standards of the wealthy and privileged few; the effects of famine and plague; the gradual expansion of the towns in a basically agricultural economy. In this first of a two-volume work deals with population; staple diets throughout the world; housing and clothes; the spread of technology in particular, sources of power; communications; early economies and kinds of money; towns in East and West. The second volume will deal with the rise and expansion of capitalism."	1973	2/2/2015 18:41	2/2/2015 18:41													Harper and Row	New York	English					Open WorldCat		jp_cite_00175																																																			
E2JA5F99	book	1982	"Braudel, Fernand"	"Civilization and capitalism, 15th-18th century"		0060148454  9780060148454  0060150912  9780060150914  0060153172  9780060153175					1982	2/2/2015 18:45	2/2/2015 18:45													Harper & Row	New York	English					Open WorldCat		jp_cite_00176																																																			
BTVZDZXF	journalArticle	1985	"Brauer, Josh"	The Credo of Maurice Chaimjankel	Jewish Affairs						1985-05	2/2/2015 19:09	2/2/2015 19:15					40																	jp_cite_00177																																																			
5QWGR24V	book	1960	"Breck, Allen duPont"	"The centennial history of the Jews of Colorado, 1859-1959."							1960	2/2/2015 19:25	2/2/2015 19:26													Hirschfeld Press	Denver	English					Open WorldCat		jp_cite_00178																																																			
697D75Q3	journalArticle	1931	"Brenner, Anita"	Making Mexico Jew Conscious	Jewish Criterion				http://digitalcollections.library.cmu.edu/pjn/main.jsp?flag=browse&smd=1&awdid=1		9/11/1931	2/2/2015 19:55	2/2/2015 19:57				18	78																	jp_cite_00179																																																			
AS4D9N3E	book	1993	"Radzinski, Michel (Mikhl); Kants, Shimen"	The Scroll of My Life					http://www.jewishgen.org/yizkor/siemiatycze/siemiatycze.html		1993	2/2/2015 20:21	2/2/2015 20:39													JewishGen	New York								jp_cite_00180								"Prager, Leonard"	"Kants, Shimen"																																										
P34Z8EAZ	book	1979	"Brener, David A"	"The Jews of Lancaster, Pennsylvania: a story with two beginnings"							1979	2/18/2014 22:50	2/2/2015 20:40								"The Jews of Lancaster, Pennsylvania"					Congregation Shaarai Shomayim	"Lancaster, Pa."	English					Open WorldCat		jp_cite_00181																																																			
V8TS6QZF	book	1976	"Brener, David A"	"Lancaster's gates of heaven: portals to the past : the 19th century Jewish community of Lancaster, Pennsylvania and Congregation Shaarai Shomayim, 1856-1976."							1976	2/2/2015 21:37	2/2/2015 21:37								Lancaster's gates of heaven					Congregation Shaarai Shomayim	"[Lancaster, Pa.]"	English					Open WorldCat		jp_cite_00182																																																			
IBKZ35UD	book	1996	"Meyer, Michael A; Brenner, Michael; Breuer, Mordechai; Graetz, Michael"	German-Jewish history in modern times		0231074727 9780231074728 0231074743 9780231074742 023107476X 9780231074766 0231074786 9780231074780					1996	2/2/2015 21:49	2/2/2015 21:49													Columbia University Press	New York	Translation of: Deutsch-jüdische Geschichte in der Neuzeit.					Open WorldCat		jp_cite_00183																																																			
MDB772A6	book	1910	"Bressler, David Maurice"	"The removal work, including Galveston"							1910	2/3/2015 20:37	2/3/2015 20:40														St. Louis	English					Open WorldCat		jp_cite_00184																																																			
PJX7RUZU	book	1993	"Brewer, John; Porter, Roy"	Consumption and the world of goods		0415037123 9780415037129 0415114780  9780415114783  1315004003 9781315004006				"""Under the direction of Professor John Brewer, the Center for 17th and 18th Century Studies and the Clark Library at UCLA have created an ambitious international programme to analyse the material culture of the seventeenth and eighteenth centuries through its patterns of consumption. Focus on this period allows consideration of a world in which economic and political connections are becoming global, in which an unprecedented range of goods and services are on offer, and in which the old political structures are first subverted and then radically modified. The Age of Enlightenment is transmuted into the first Age of Consumption."" ""The present volume, the first of three, is the result of a unique collaboration between twenty-six leading subject specialists from Europe and North America. The outcome is a new interpretation of the seventeenth and eighteenth centuries, one that shapes a new historical landscape based on the consumption of goods and services.""--Jacket."	1993	2/3/2015 20:40	2/3/2015 20:42															English					Open WorldCat		jp_cite_00185																																																			
3ZAVEUNT	book		"Brinkmann, Tobias"	Sundays at Sinai (Draft)								2/3/2015 20:52	2/3/2015 20:53																						jp_cite_00186																																																			
546UAWFA	journalArticle	2007	"BRINKMANN, TOBIAS"	Between vision and reality: reassessing Jewish agricultural colony projects in nineteenth century America	Jewish History				http://www.jstor.org/stable/20728552	"This article reassesses the story of agricultural colonies established by Jews, for Jews, in the USA during the nineteenth century. Well established Jews developed schemes to settle recent Jewish immigrants on the soil. These schemes were characterized by unrealistic expectations, bad planning, and, when implemented, frequent failures. Yet, Jewish agricultural colonies must be distinguished from Christian, proto-Socialist or other utopian projects. The sponsors of Jewish colonies in the USA did not strive for separation from general society. Rather, they sought to assist Jewish integration through settlement on the land. The conceptual framework of Jewish productivization in America closely echoed the discourse of emancipation in Central Europe."	1-Jan-07	2/24/2014 19:37	2/3/2015 22:20	2/24/2014 19:37	305-324		4-Mar	21		Jewish History	Between vision and reality								Copyright © 2007 Springer				JSTOR		jp_cite_00187		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\QJIBUAQI\BRINKMANN - 2007 - Between vision and reality reassessing Jewish agr.pdf																																																	
SQC34H6G	book	1958	"Briscoe, Robert"	"For the life of me,"						"Lord Mayor of Dublin in 1956, a Jew recounts his experiences as a young man during the Irish uprisings and later on in helping persecuted Jews escape to Israel, where he also took part in training of guerrilla leaders."	1958	2/10/2015 15:48	2/10/2015 16:00													"Little, Brown"	Boston	English					Open WorldCat		jp_cite_00188																																																			
AIW9GXJG	book	1973	"Brooks, Juanita"	History of the Jews in Utah and Idaho							1973	2/10/2015 16:01	2/10/2015 16:01													Western Epics	Salt Lake City	English					Open WorldCat		jp_cite_00189																																																			
6EIGH9AD	bookSection	2006	"Brown, Canter"		Dixie diaspora: an anthology of southern Jewish history	0817315047 0817352910 9780817315047 9780817352912					2006	2/10/2015 16:10	2/10/2015 16:11													The University of Alabama Press	Tuscaloosa	English					Open WorldCat		jp_cite_00190						"Bauman, Mark K"																																													
98NP9UBE	book	1987	"Brown, Michael"	"Jew or Juif? Jews, French Canadians, and Anglo-Canadians, 1759-1914"		0827602715 9780827602717					1987	2/10/2015 16:18	2/10/2015 16:18								Jew or Juif?					Jewish Publication Society	Philadelphia	English					Open WorldCat		jp_cite_00191																																																			
PKTGPKW9	bookSection	1992	"Brown, Michael"	From Stereotype to Scapegoat: Anti-Jewish Sentiment in French Canada from Confederation to World War I	Antisemitism in Canada: history and interpretation	0889202214 9780889202214 0889202168 9780889202160				"""This book is the first collection of scholarly essays to treat the topic of antisemitism in Canada, a complete history of which has yet to be written. Eleven leading thinkers in the field examine antisemitism in Canada, from the colonial era to the present day, in essays which reflect the saga of the nation itself. The history of the Jewish community, its struggles and its fortunes, is mirrored in the wider history of Canada, from Confederation to the present."" ""The contributors cast light on Canadian antisemitism through a thorough examination of old and new tensions, including Anglo-French, east-west and Jewish-Ukrainian relations. Attitudes to Jews in pre-Confederation Canada, French Canada from Confederation to World War I as well as the interwar years, and in twentieth-century Ontario and Alberta from 1880-1950 are illustrated in various chapters."" ""Of particular interest are the examinations of such well-known figures as Goldwin Smith, the greatly admired liberal historian of Victorian Canada, Adrien Arcand, the would-be Fuhrer from Quebec, and James Keegstra and Ernst Zundel, of more recent notoriety. Analyses are also provided of Nazism and Canadian Protestantism and Jewish-Ukrainian relations since World War II."" ""This is a complex and contentious subject; yet to understand the ideas and forces that have sought to undermine the Jewish presence in Canada is to understand the dangers that threaten any democratic society, and thereby to guard against them."" ""This compelling collection of essays offers intelligent, readable accounts of an area of Canadian history about which we know too little.""--Jacket."	1992	2/10/2015 16:59	2/10/2015 17:01													Wilfrid Laurier University Press	"Waterloo, Ont., Canada"	English					Open WorldCat		jp_cite_00192						"Davies, Alan T"																																													
CBNVA4ZJ	journalArticle	1968	"Brown, Richard H."	Nathan Adler Stops at the Bahams	New York Folklore Quarterly		287229			"Discusses the murder of Jewish peddler Nathan Adler in Venice, New York, in 1849, and the subsequent trials and convictions of members of the Baham family, 1850-51."	1968-1	2/24/2014 19:38	2/10/2015 17:05		27-43		1	24		New York Folklore Quarterly													EBSCOhost		jp_cite_00193			http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=47304243&site=ehost-live&scope=cite																																																
HI6NDT77	book	1993	"Brownstein, Rachel M"	Tragic muse: Rachel of the Comédie-Française		0394574516 9780394574516				"Rachel Felix (1821-58), the homely daughter of poor Jewish peddlers, was the first stage actress to achieve international stardom - and the last person one would have expected to resurrect the cultural patrimony of France. Yet her passionate, startling performances of the works of Racine and Corneille saved them from almost certain obsolescence after the fall of Napoleon (who had relished classical French tragedy) and the emergence of Romanticism. Audiences in Paris, London, Boston, and Moscow thrilled to her voice, and devoured the rumors of her offstage promiscuity and extravagance. Her fame - equal parts popularity and notoriety - was so great that she could nonchalantly dispose of her last name. La grande Rachel virtually invented the role of the superstar, while remaining a symbol of the highest art and most serious cultural pursuits. Indeed, her identity was fraught with such contradictions - which intrigued the public all the more. From the moment she was discovered playing the guitar on the streets of Lyons, to her debut on the Parisian stage at the age of fifteen, to her critical and commercial triumphs as Camille, Phedre, and other tormented women, Rachel's career was exhaustively ""managed."" A series of theater gurus, influential reviewers, and impresarios - including her brash and opportunistic father - claimed the credit for her astonishing success. What this abundance of male managers has always obscured is Rachel's own decisiveness and control over her time and money - not only did she play her various champions (and high-profile lovers) against one another, she openly defied them. Some called her stubborn, even perverse; in these pages, we come to recognize her as a woman ahead of her time, a charismatic individual very much in charge of her own destiny. As her fascination with all things Napoleonic suggests, Rachel liked power - both personal and professional - and had the talent to command it. This remarkable biography (Rachel Brownstein's first book since the acclaimed Becoming a Heroine) explores the themes of Rachel's brief, intense life and appropriately tragic death, as well as her afterlife as a character in novels and a figure of legend. Rachel's appearances - more or less disguised - in Charlotte Bronte, George Eliot, and Henry James are crucial to an understanding of her profound appeal. Combining brilliant literary analysis with impeccable historical research, favoring thematic coherence and narrative imagination over a strictly chronological treatment, Brownstein delivers the full impact of Rachel's personality and the full significance of her accomplishments."	1993	2/10/2015 17:18	2/10/2015 17:19								Tragic muse					A.A. Knopf	New York	English					Open WorldCat		jp_cite_00194																																																			
TIK4UKK3	journalArticle	1984	"Bruml, Moses"	From a Polish Town to Gold Rush California	Western States Jewish History		7495471		http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=44861880&site=ehost-live	"Presents the memoirs of Moses Bruml, a merchant in Lockeford, California. Deals primarily with Bruml's immigration to America and early years in the country, 1849-57. The essay was written in 1900, one year before Bruml's death."	Oct-84	2/10/2015 19:05	2/10/2015 19:05	2/10/2015 19:05	91-94		1	17		Western States Jewish History													EBSCOhost		jp_cite_00195		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\X97KXPHM\Bruml - 1984 - From a Polish Town to Gold Rush California.pdf			"Bruml, Moses; BUSINESSMEN; CALIFORNIA; California (Lockeford); EMIGRATION & immigration; LOCKEFORD (Calif.); MEMOIRS; MERCHANTS; STOCKTON (Calif.)"																																														
UGZ7NKPD	book	2009	"Buder, Stanley"	Capitalizing on change a social history of American business		9780807889800  0807889806  9781469605982  1469605988			http://public.eblib.com/choice/publicfullrecord.aspx?p=454806	"Americans love ""this year's model,"" relying on the ""new"" to be always ""improved."" Enthusiasm for the new, says Stanley Buder, is essential to American business, where innovation and change stoke the engines of economic energy. To really understand the history of business in America, he argues, we must understand the intertwining dynamics of social and business values. In a history spanning over three hundred years, Buder examines the enveloping expansion of the market economy, the laggardly use of government to modify or control market forces, the rise of consumer."	2009	2/10/2015 19:26	2/10/2015 19:26	2/10/2015 19:26												University of North Carolina Press	Chapel Hill	English					Open WorldCat		jp_cite_00196																																																			
RJQDJC37	book	1925	"Bulfin, William"	Rambles in Eirinn							1925	2/10/2015 19:33	2/10/2015 19:33													M.H. Gill & Son	Dublin	English					Open WorldCat		jp_cite_00197																																																			
VJXUUXW9	journalArticle	1973	"Bunce, Frank H"	Dreams from a Pack: Isaac Wolfe Bernheim and Bernheim Forest	The Filson Club Historical Quarterly						1973-10	2/10/2015 19:43	2/10/2015 19:45		323-332		4	47																	jp_cite_00198																																																			
6EACUFF2	document		"Burstin, Barbara S"	Pittsburgh and Its Jews: 1840-1915								2/10/2015 20:01	2/10/2015 20:04																						jp_cite_00199																																																			
U5XQ8DF4	book	1992	"Bushman, Richard L"	"The refinement of America: persons, houses, cities"		0394550102 9780394550107				"In this illuminating analysis of early American society, Richard Bushman traces the introduction of gentility into the life of the nation. He explores the concern for stylishness, taste, beauty, and politeness that began to be felt in America after 1700, and examines how this concern changed our environment and culture. Bushman makes clear that the quest for gentility, far from being trivial, was the serious pursuit of a personal and social ideal with sources in classical and Renaissance literature. In Europe, the growing interest in manners and beautiful environments was connected to the power of royal courts. In America, the transformation of architecture, furnishings, and wardrobes - from plain, rudimentary, and frugal, to decorative and sumptuous - was linked to the transfer of power to the colonial gentry. Gentility was the culture of the colonies' ruling elite. After the Revolution, gentility spread to a broad middle class, as an essentially aristocratic culture was democratized. The change affected nearly every aspect of life. The spread of gentility turned the conduct of ordinary people into a performance. Courtesy books taught people how to hold their bodies, and how to dress, eat, and converse in a pleasing way. The wish to be pleasing came to encompass virtually every form of behavior and every aspect of the physical environment, from houses and yards to public buildings and the adornment of streets. Factories sprang up to supply a vast new market for furniture, dishes, curtains, and carpets. Cities and towns planted trees, landscaped parks and greens, and erected fashionable hotels and churches. All of these developments were part of a vast effort to present a refined face to the world and to create a new kind of society. Bushman stresses that these visions of a more elegant life both complemented and competed with other American values associated with evangelical religion, republicanism, capitalism, and the work ethic. The melding with other values resulted in contradictions that were not easily resolved and that provided much cultural work for writers and theologians. Finally, he argues that gentility gained strength from collaboration with capitalism, but in a way that blunted class conflict. The combination of capitalism, republicanism, and gentility prevented the hardening of class consciousness. Instead there emerged a belief in the right of every citizen to membership in the middle class."	1992	2/10/2015 20:39	2/10/2015 20:42								The refinement of America					Knopf : Distributed by Random House	New York	English					Open WorldCat		jp_cite_00200																																																			
KIDW5ZPK	journalArticle	2002	"Buttnick, Meta; Eulenberg, Julia Niebuhr"	"Republic, Washington: A Jewish Settlement in the Small Towns of Washington State 1898 - 1936"	Western States Jewish History		7495471		http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=40740498&site=ehost-live	"Traces the brief history of Jewish settlement efforts around Republic, Washington, at the beginning of the 20th century. Although the town declined when gold mining ended, several Jewish families started farms in the area, most notably Charles and Annie Greenberg. In 1914, another group arrived to form the Ferry County Farming and Stock Raising Company. In the end, the land proved unprofitable for farming, and most of the Jewish families left, unable to make a living or pay back loans. In its heyday the Jewish community at Republic had some 25 families, but it lacked the resources to make a permanent settlement."	Summer 2002	2/24/2014 19:43	2/10/2015 20:45	2/24/2014 19:43	312-323		4	34		Western States Jewish History	"Republic, Washington"												EBSCOhost		jp_cite_00201		"C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\DSZZ8JNR\Buttnick and Eulenberg - 2002 - Republic, Washington A Jewish Settlement in the S.pdf"																																																	
RKTZDRPP	book	1985	"Spiegel, Marcus M"	Your true Marcus: the Civil War letters of a Jewish colonel		0873383060 9780873383066					1985	2/10/2015 21:01	2/10/2015 21:02								Your true Marcus					Kent State University Press	"[Kent, Ohio]"	English					Open WorldCat		jp_cite_00202						"Byrne, Frank L; Soman, Jean Powers"																																													
S6NPW6A4	journalArticle	1993	"Adler, Joan"	Origins of the Family	Strauss Family Newsletter						1993-07	2/10/2015 21:32	2/10/2015 21:34				2	1																	jp_cite_00203																																																			
8NIJEXCK	book	1905	"Bernheimer, Charles Seligman; Harvard University"	"The Russian Jew in the United States [microform] : studies of social conditions in New York, Philadelphia, and Chicago ; with a description of rural settlements"					http://archive.org/details/russianjewinuni00berngoog	"Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.; ""Reading list"": p. 416-420; Master microform held by: LrI; Microfiche"	1905	2/10/2015 22:29	2/10/2015 22:30	2/10/2015 22:29		447					The Russian Jew in the United States [microform]					Philadelphia : The J.C. Winston Co.		eng					Internet Archive		jp_cite_00204					Jews				Harvard University																																										
H5ZMUN7I	journalArticle	1974	"Cahnman, Werner J"	Village and Small-Town Jews in Germany: A Typological Study	Leo Baeck Institute Yearbook						1974	2/10/2015 22:41	2/10/2015 22:43		107-130			19																	jp_cite_00205																																																			
QJDC2J8R	document		"Caiserman, H.M."	Jewish Communities in Newfoundland								2/11/2015 15:48	2/11/2015 15:50																			"American Jewish Archives, SC-1577"			jp_cite_00206																																																			
363B9T4X	book	2001	"Cantor, Judith Levin"	Jews in Michigan		0870135988 9780870135989					2001	2/11/2015 16:05	2/11/2015 16:05													Michigan State University Press	East Lansing	English					Open WorldCat		jp_cite_00207																																																			
TFT677CC	document			Historical and Biographical Record								2/11/2015 16:31	2/11/2015 16:32																			"Jewish Museum of Mayland, Vertical File, Washinton County"			jp_cite_00208																																																			
66HP7X9T	journalArticle	1965	"Caplovitz, David"	The Merchant and the Low-Income Consumer	Jewish Social Studies		0021-6704		http://www.jstor.org/stable/4466140		1-Jan-65	2/11/2015 16:41	2/11/2015 16:42	2/11/2015 16:41	45-53		1	27		Jewish Social Studies									Copyright © 1965 Indiana University Press				JSTOR		jp_cite_00209		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\AFXPKHWC\Caplovitz - 1965 - The Merchant and the Low-Income Consumer.pdf																																																	
XJSZD6P8	book	2008	"Capp, Martin; Tyrrell, Mary O'Brien; Memoirs, Inc. (Saint Paul, Minn.)"	The life and times of Martin Capp: the first ninety-two years							2008	2/11/2015 16:49	2/11/2015 16:50								The life and times of Martin Capp					"Memoirs, Inc."	"St. Paul, Minn."	English					Open WorldCat		jp_cite_00210																																																			
483FAEK6	book	1991	"Carciente, Jacob"	"La comunidad judía de Venezuela: síntesis cronológica, 1610-1990, y referencias bibliográficas para su estudio : crónicas sefardíes"		9806031067 9789806031067					1991	2/11/2015 16:59	2/11/2015 16:59								La comunidad judía de Venezuela					Asociación Israelita de Venezuela : Centro de Estudios Sefardíes de Caracas	Caracas	Spanish					Open WorldCat		jp_cite_00211																																																			
6NPUAUMW	book	1962	"Carlebach, Julius"	"The Jews of Nairobi, 1903-1962."							1962	2/11/2015 17:16	2/11/2015 17:16													Nairobi Hebrew Congregation	Nairobi	English					Open WorldCat		jp_cite_00212																																																			
WP5BUSD6	book	2004	"Carlsson, Carl Henrik"	"Medborgarskap och diskriminering: östjudar och andra invandrare i Sverige 1860-1920 : summary, naturalisation and discrimination : Eastern Jews and other immigrants in Sweden, 1860 to 1920"		9155460860 9789155460860					2004	2/11/2015 17:21	2/11/2015 17:24								Medborgarskap och diskriminering					Uppsala Universitet	Uppsala	Summary and abstract in English.					Open WorldCat		jp_cite_00213																																																			
9SEBAS6S	book	1988	"Caron, Vicki"	"Between France and Germany: the Jews of Alsace-Lorraine, 1871-1918"		0804714436  9780804714433					1988	2/11/2015 17:33	2/11/2015 17:33								Between France and Germany					Stanford University Press	"Stanford, Calif."	English					Open WorldCat		jp_cite_00214																																																			
DZJ94X9M	book	1916	"Carr, John Foster"	Guide to the United States for the Jewish immigrant; a nearly literal of the 2d Yiddish ed.							1916	2/11/2015 17:38	3/3/2015 19:57													Immigrant publication Society	New York	English					Open WorldCat		jp_cite_00215																																																			
